REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,Short Tons Waste,Biogenic CO2 Emissions (Metric Tons)
2012,WHEELABRATOR CONCORD COMPANY LP,1006369,11 WHITNEY ROAD,43.2868,-71.5761,CONCORD (PENACOOK),MERRIMACK COUNTY,NH,3303,Waste Management Inc (100%),"69,245",C,"177,825.89","91,493.00"
2012,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",1004279,,39.873864,-75.138677,WESTVILLE,GLOUCESTER COUNTY,NJ,8093,WASTE MANAGEMENT INC (100%),"62,920",C,"168,464.35","89,701.00"
2012,WHEELABRATOR HUDSON FALLS LLC,1004968,93 RIVER STREET,43.305734,-73.591553,HUDSON FALLS,WASHINGTON COUNTY,NY,12839,Waste Management Inc (100%),"61,066",C,"157,725.38","83,640.00"
2012,COVANTA WARREN ENERGY RESOURCE CO,1001869,218 MOUNT PISGAH ROAD,40.8205,-75.0114,OXFORD,WARREN COUNTY,NJ,7863,COVANTA HOLDINGS CORP (100%),"58,819",C,"168,274.41","94,536.60"
2012,COVANTA LAKE II INC,1003242,3830 ROGERS INDUSTRIAL PARK ROAD,28.73974,-81.88944,OKAHUMPKA,LAKE COUNTY,FL,34762,COVANTA HOLDINGS CORP (100%),"58,473",C,"176,516.51","101,552.60"
2012,Harford Waste-To-Energy Facility,1005922,1 MAGNOLIA ROAD,39.40448,-76.32004,JOPPA,HARFORD COUNTY,MD,21085,NORTHEAST MARYLAND WASTE DISPOSAL AUTHORITY (100%),"58,289",C,"133,898.66","62,325.90"
2012,REGIONAL WASTE SYSTEMS INCORPORATED,1005673,64 BLUEBERRY RD,43.6557,-70.3341,PORTLAND,CUMBERLAND COUNTY,ME,4102,ecomaine (100%),"51,930",C,"144,695.95","79,934.40"
2012,COMMERCE REFUSE TO ENERGY FACILITY,1003182,5926 SHEILA ST,33.9949,-118.1539,CITY OF COMMERCE,LOS ANGELES COUNTY,CA,90040,Los Angeles County Sanitation Districts (100%),"50,116",C,"115,061.92","57,055.60"
2012,ISLIP MCARTHUR RESOURCE RECOVERY FACIL,1002277,4001 VETERANS MEMORIAL HIGHWAY,40.786445,-73.10577,RONKONKOMA,SUFFOLK COUNTY,NY,11779,Islip Resource Recovery Agency (100%),"49,842",C,"138,068.32","75,076.30"
2012,COVANTA RESOURCE RECOVERY FACILITY,1005171,530 SOUTH CHERRY STREET,41.4401,-72.83471,WALLINGFORD,NEW HAVEN COUNTY,CT,6492,COVANTA HOLDINGS CORP (100%),"48,220",C,"132,216.14","76,378.00"
2012,OLMSTED WASTE-TO-ENERGY FACILITY,1005528,301 SILVER CREEK RD NE,44.026536,-92.4291,ROCHESTER,OLMSTED,MN,55906,Olmsted County (100%),"43,805",C,"107,442.72","54,294.00"
2012,DUTCHESS CO RESOURCE RECOVERY FACILITY,1003110,98 SAND DOCK RD,41.647458,-73.942631,POUGHKEEPSIE,DUTCHESS COUNTY,NY,12601,Dutchess County Resource Recovery Agency (100%),"42,112",C,"120,326.33","67,032.00"
2012,COVANTA SPRINGFIELD LLC,1004865,188 M ST,42.090524,-72.590858,AGAWAM,HAMPDEN COUNTY,MA,1001,COVANTA HOLDINGS CORP (100%),"31,566",C,"108,653.39","67,911.00"
2012,OSWEGO CO ENERGY RECOVERY FAC,1006910,2801 STATE ROUTE 481,43.3492,-76.4256,Fulton,OSWEGO COUNTY,NY,13069,Oswego County (100%),"29,225",C,"69,346.73","33,482.30"
2012,WHEELABRATOR CLAREMONT COMPANY L.P.,1004931,145 GRISSOM LANE,43.343611,-72.378056,CLAREMONT,SULLIVAN COUNTY,NH,3743,WASTE MANAGEMENT INC (100%),"26,322",C,"65,951.78","33,330.00"
2012,POPE/DOUGLAS SOLID WASTE MANAGEMENT,1004475,2115 SOUTH JEFFERSON STREET,45.868611,-95.372163,ALEXANDRIA,DOUGLAS COUNTY,MN,56308,POPE/DOUGLAS JOINT SOLID WASTE MANAGEMENT BOARD (100%),"25,162",C,"61,334.20","30,578.40"
2012,COVANTA PITTSFIELD LLC,1004797,500 HUBBARD AVENUE,42.468401,-73.194143,PITTSFIELD,BERKSHIRE COUNTY,MA,1201,COVANTA HOLDINGS CORP (100%),"24,779",C,"70,597.03","39,020.60"
2012,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,1007911,1630 DRIVER DRIVE,38.43155,-78.86443,HARRISONBURG,HARRISONBURG CITY,VA,22801,City of Harrisonburg Resource Recovery Facility (100%),"14,329",C,"27,543.22","14,608.00"
2012,"HERITAGE-WTI, INC",1001897,1250 ST GEORGE ST,40.631622,-80.54632,EAST LIVERPOOL,COLUMBIANA COUNTY,OH,43920,"HERITAGE ENVIRONMENTAL SERVICES, LLC (100%)","2,985",C,,0
2012,BAY COUNTY WASTE - TO - ENERGY FACILITY,1004618,6510 BAY LINE DRIVE,30.2656,-85.5214,PANAMA CITY,BAY COUNTY,FL,32404,Bay County (100%),"2,461",C,"5,709.35","2,938.10"
2013,COVANTA ENERGY,1000293,2320 S HARDING ST,39.7337,-86.1888,INDIANAPOLIS,MARION COUNTY,IN,46221,COVANTA HOLDING CORP (100%),"379,953",C,"832,675.28","377,609.90"
2013,OGDEN MARTIN SYS OF FAIRFAX,1006177,9898 FURNACE ROAD,38.6954,-77.2407,LORTON,FAIRFAX COUNTY,VA,22079,COVANTA HOLDINGS CORP (100%),"378,046",C,"995,544.69","509,270.00"
2013,SEMASS PARTNERSHIP RESOURCE RECOVERY FACILITY,1005710,141 CRANBERRY HIGHWAY ROUTE 28,41.8023,-70.7875,ROCHESTER,PLYMOUTH COUNTY,MA,2770,COVANTA HOLDINGS CORP (90%); ArkMass (10%),"365,615",C,"980,457.35","583,981.00"
2013,ESSEX COUNTY RESOURCE RECOVERY FACILITY,1004216,183 RAYMOND BLVD,40.7381,-74.1266,NEWARK,ESSEX COUNTY,NJ,7105,COVANTA HOLDINGS CORP (100%),"329,258",C,"892,450.35","504,306.20"
2013,Delaware Valley Resource Recovery Facility,1006038,10 HIGHLAND AVENUE,39.8275,-75.38728,CHESTER,DELAWARE COUNTY,PA,19013,Covanta Holding Corporation (100%),"326,957",C,"871,724.69","464,150.20"
2013,COVANTA HEMPSTEAD,1002398,600 MERCHANTS CONCOURSE,40.738356,-73.593495,WESTBURY,NASSAU COUNTY,NY,11590,COVANTA HOLDINGS CORP (100%),"298,241",C,"942,903.51","575,724.00"
2013,"WHEELABRATOR SOUTH BROWARD, INC - RESOURCE RECOVERY FACILITY",1004531,4400 SOUTH STATE ROAD 7,26.068889,-80.203611,FT. LAUDERDALE,BROWARD COUNTY,FL,33314,WASTE MANAGEMENT INC (100%),"276,269",C,"682,886.90","410,114.00"
2013,WHEELABRATOR BALTIMORE LP,1004094,1801 OLD ANNAPOLIS ROAD,39.26994,-76.63041,BALTIMORE,BALTIMORE CITY,MD,21230,WASTE MANAGEMENT INC (100%),"266,700",C,"761,697.63","391,817.00"
2013,Mid-Connecticut Resources Recovery Facility,1002765,,41.7494,-72.6536,Hartford,HARTFORD COUNTY,CT,6114,Connecticut Resources Recovery Authority (100%),"265,230",C,"597,107.56","397,845.00"
2013,WHEELABRATOR WESTCHESTER LP,1004244,1 CHARLES PT AVE,41.277115,-73.942428,PEEKSKILL,WESTCHESTER COUNTY,NY,10566,WASTE MANAGEMENT INC (100%),"256,469",C,"721,730.68","384,705.00"
2013,COVANTA HONOLULU RESOURCE RECOVERY VENTURE (H-POWER),1007914,91-174 HANUA ST,21.3048,-158.1061,KAPOLEI,HONOLULU COUNTY,HI,96707,COVANTA HOLDINGS CORP (100%),"256,248",C,"722,340.12","421,573.80"
2013,Wheelabrator Bridgeport L.P.,1004283,6 HOWARD AVE,41.1624,-73.2091,BRIDGEPORT,FAIRFIELD COUNTY,CT,6605,WASTE MANAGEMENT INC (100%),"247,513",C,"791,591.89","383,094.00"
2013,WHEELABRATOR NORTH BROWARD,1004185,2600 NW 48TH ST,26.287222,-80.159722,POMPANO BEACH,BROWARD COUNTY,FL,33073,WASTE MANAGEMENT INC (100%),"238,322",C,"593,087.46","423,686.00"
2013,DADE COUNTY RESOURCES RECOVERY,1009077,6990 NW 97 AVENUE,25.835883,-80.356201,MIAMI,MIAMI-DADE COUNTY,FL,33178,Miami-Dade County Department of Solid Waste Management (100%),"237,711",C,"772,287.78","427,215.40"
2013,Wheelabrator Portsmouth Inc.,1004969,3809 ELM AVENUE,36.808889,-76.304251,PORTSMOUTH,PORTSMOUTH CITY,VA,23704,WASTE MANAGEMENT INC (100%),"214,345",C,"618,078.49","344,432.00"
2013,COVANTA HAVERHILL INC,1005179,100 RECOVERY WAY,42.7654,-71.124025,HAVERHILL,ESSEX COUNTY,MA,1835,COVANTA HOLDINGS CORP (100%),"208,460",C,"631,211.12","307,148.00"
2013,WHEELABRATOR FALLS,1006282,1201 NEW FORD MILL ROAD,40.16274,-74.76739,MORRISVILLE,BUCKS COUNTY,PA,19067,WASTE MANAGEMENT INC (100%),"207,466",C,"488,117.67","301,652.00"
2013,Detroit Renewable Power LLC,1004125,5700 Russell,42.368645,-83.051749,Detroit,WAYNE COUNTY,MI,48211,"Detroit Renewable Resources LLC (75%); THERMAL VENTURES II, LP (25%)","206,259",C,"593,293.10","334,780.10"
2013,LEE COUNTY SOLID WASTE RESOURCE RECOVERY FACILITY,1002268,10500 BUCKINGHAM ROAD,26.631667,-81.761389,FORT MYERS,LEE COUNTY,FL,33905,Lee County Public Utilities Department (100%),"202,164",C,"595,572.36","326,369.00"
2013,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,1000623,21204 MARTINSBURG ROAD,39.200734,-77.456357,DICKERSON,MONTGOMERY COUNTY,MD,20842,NORTHEAST MARYLAND WASTE DISPOSAL AUTHORITY (100%),"196,545",C,"537,336.23","324,105.00"
2013,UNION COUNTY RESOURCE RECOVERY FACILITY,1002269,1499 US RT 1 & 9 NORTH,40.6008,-74.2664,RAHWAY,UNION COUNTY,NJ,7065,COVANTA HOLDINGS CORP (100%),"193,554",C,"544,126.14","299,536.90"
2013,WHEELABRATOR MILLBURY INC,1006267,331 SOUTHWEST CUTOFF,42.2207,-71.7673,MILLBURY,WORCESTER COUNTY,MA,1527,WASTE MANAGEMENT INC (100%),"191,600",C,"536,196.61","272,886.00"
2013,HILLSBOROUGH COUNTY RESOURCE RECOVERY FACILITY,1005920,350 NORTH FALKENBURG ROAD,27.95473,-82.34075,TAMPA,HILLSBOROUGH COUNTY,FL,33619,Hillsborough County Public Utilities Department (100%),"190,347",C,"585,280.57","304,905.30"
2013,WHEELABRATOR NORTH ANDOVER INC.,1004101,285 HOLT ROAD,42.726075,-71.122203,NORTH ANDOVER,ESSEX COUNTY,MA,1845,WASTE MANAGEMENT INC (100%),"175,942",C,"459,213.48","255,817.00"
2013,COVANTA PLYMOUTH RENEWABLE ENERGY LLC,1007884,1155 CONSHOHOCKEN ROAD,40.09584,-75.31056,CONSHOHOCKEN,MONTGOMERY COUNTY,PA,19428,COVANTA HOLDINGS CORP (100%),"155,841",C,"370,956.72","238,695.00"
2013,YORK COUNTY RESOURCE RECOVERY,1006647,2651 BLACKBRIDGE ROAD,40.0017,-76.7175,YORK,YORK COUNTY,PA,17406,York County Solid Waste & Refuse Authority (100%),"150,877",C,"368,654.28","187,973.00"
2013,Wheelabrator Saugus Inc.,1004287,100 SALEM TURNPIKE,42.447211,-70.980472,SAUGUS,ESSEX COUNTY,MA,1906,WASTE MANAGEMENT INC (100%),"147,145",C,"403,462.25","207,419.00"
2013,Lancaster Waste to Energy Facility,1007677,1911 River Road,40.07434,-76.6409,Bainbridge,LANCASTER COUNTY,PA,17502,Lancaster County Solid Waste Management Authority (100%),"143,503",C,"416,555.25","233,078.20"
2013,ONONDAGA CO RESOURCE RECOVERY FACILITY,1006772,5801 ROCK CUT ROAD,43.004785,-76.11473,JAMESVILLE,ONONDAGA COUNTY,NY,13078,Covanta Energy (100%),"129,256",C,"328,928.12","168,457.70"
2013,Covanta WBH,1004963,2122 S. Yukon Avenue,36.13221,-96.01738,Tulsa,TULSA COUNTY,OK,74107,COVANTA HOLDINGS CORP (100%),"126,390",C,"318,280.39","165,166.80"
2013,Southeast Resource Recovery Facility (SERRF),1003340,120 PIER S. AVE,33.758239,-118.240812,LONG BEACH,LOS ANGELES COUNTY,CA,90802,City of Long Beach (100%),"121,128",C,"473,529.10","283,534.80"
2013,CAMDEN CNTY RESOURCE RECOVERY ASSOC,1000362,600 MORGAN BOULEVARD,39.9094,-75.1167,CAMDEN,CAMDEN COUNTY,NJ,8104,"Covanta Energy (99%); CAMDEN COUNTY ENERGY RECOVERY ASSOCIATES, L. P. (1%)","116,366",C,"315,008.08","169,195.00"
2013,MCKAY BAY FACILITY,1004572,107 NORTH 34TH ST,27.94934,-82.42098,TAMPA,HILLSBOROUGH COUNTY,FL,33605,City of Tampa (100%),"114,431",C,"306,891.60","177,643.00"
2013,Hennepin Energy Recovery Center,1004795,505 6th Avenue North,44.98351,-93.28037,Minneapolis,HENNEPIN COUNTY,MN,55405,Hennepin County Environmental Services (100%),"114,139",C,"351,117.19","205,131.00"
2013,COVANTA HUNTINGTON,1002400,99 TOWN LINE RD.,40.8817,-73.2899,EAST NORTHPORT,SUFFOLK COUNTY,NY,11731,COVANTA HOLDINGS CORP (100%),"110,822",C,"336,995.99","193,874.90"
2013,"COVANTA ALEXANDRIA/ARLINGTON, INC",1001813,5301 EISENHOWER AVENUE,38.80137,-77.12859,ALEXANDRIA,ALEXANDRIA CITY,VA,22304,COVANTA HOLDINGS CORP (100%),"108,684",C,"330,585.97","190,190.70"
2013,City of Spokane Waste-to-Energy,1004053,2900 S GEIGER BLVD,47.626529,-117.504278,SPOKANE,SPOKANE COUNTY,WA,99224,City of Spokane (100%),"99,262",C,"264,566.88","140,268.30"
2013,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,1002744,132 MILITARY HIGHWAY,41.475589,-72.068786,PRESTON,NEW LONDON COUNTY,CT,6365,COVANTA HOLDINGS CORP (100%),"94,101",C,"266,046.75","148,853.60"
2013,PENOBSCOT ENERGY RECOVERY CO.,1000047,29 INDUSTRIAL WAY,44.738333,-68.825833,ORRINGTON,PENOBSCOT COUNTY,ME,4474,SET PERC INVESTMENT LLC (52.7%); PERC Holdings LLC (24.3%); Equity Charter Municipalities (23%),"90,627",C,"238,992.58","150,594.30"
2013,SUSQUEHANNA RESOURCE MGMT COMPLEX,1002561,1670 SOUTH 19TH STREET,40.2443,-76.8541,HARRISBURG,DAUPHIN COUNTY,PA,17104,The Harrisburg Authority (100%),"90,176",C,"240,066.40","128,922.90"
2013,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,1003244,5251 TRIANA BLVD SW,34.66979,-86.61282,HUNTSVILLE,MADISON COUNTY,AL,35805,Huntsville Solid Waste Disposal Authority (100%),"89,849",C,"221,430.07","112,406.70"
2013,Covanta Stanislaus Inc.,1003200,4040 FINK ROAD,37.38538,-121.14088,CROWS LANDING,STANISLAUS COUNTY,CA,95313,COVANTA HOLDINGS CORP (100%),"88,534",C,"267,241.71","160,522.00"
2013,KENT COUNTY WASTE TO ENERGY FACILITY,1003387,950 MARKET AVE SW,42.9492,-85.6939,GRAND RAPIDS,KENT COUNTY,MI,49503,"Kent County Michigan, Department of Public Works (100%)","80,530",C,"213,033.17","112,501.20"
2013,"COVANTA BABYLON, INC.",1005870,125 GLEAM STREET,40.7349,-73.3836,WEST BABYLON,SUFFOLK COUNTY,NY,11704,Covanta Holding Corporation (100%),"79,874",C,"251,663.83","147,622.40"
2013,"COVANTA MARION, INC",1001646,4850 BROOKLAKE ROAD NORTHEAST,45.04799,-122.9622,BROOKS,MARION COUNTY,OR,97305,Covanta Energy Corporation (100%),"73,385",C,"182,724.64","91,525.00"
2013,"COVANTA BRISTOL, INC",1005172,170 ENTERPRISE DRIVE,41.64911,-72.91595,BRISTOL,HARTFORD COUNTY,CT,6010,Covanta Holding Corporation (100%),"71,419",C,"209,357.80","118,086.30"
2013,WHEELABRATOR CONCORD COMPANY LP,1006369,11 WHITNEY ROAD,43.2868,-71.5761,CONCORD (PENACOOK),MERRIMACK COUNTY,NH,3303,Waste Management Inc (100%),"70,473",C,"177,747.37","90,207.00"
2013,Wheelabrator Lisbon Inc.,1004540,425 SOUTH BURNHAM HIGHWAY,41.569537,-72.04481,LISBON,NEW LONDON COUNTY,CT,6351,WASTE MANAGEMENT INC (100%),"69,491",C,"192,395.01","104,616.00"
2013,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",1004279,,39.873864,-75.138677,WESTVILLE,GLOUCESTER COUNTY,NJ,8093,WASTE MANAGEMENT INC (100%),"62,611",C,"168,234.78","89,957.00"
2013,WHEELABRATOR HUDSON FALLS LLC,1004968,93 RIVER STREET,43.305734,-73.591553,HUDSON FALLS,WASHINGTON COUNTY,NY,12839,Waste Management Inc (100%),"62,407",C,"148,087.16","74,498.00"
2013,COVANTA WARREN ENERGY RESOURCE CO,1001869,218 MOUNT PISGAH ROAD,40.8205,-75.0114,OXFORD,WARREN COUNTY,NJ,7863,COVANTA HOLDINGS CORP (100%),"61,050",C,"169,346.73","93,610.30"
2013,COMMERCE REFUSE TO ENERGY FACILITY,1003182,5926 SHEILA ST,33.9949,-118.1539,CITY OF COMMERCE,LOS ANGELES COUNTY,CA,90040,Los Angeles County Sanitation Districts (100%),"60,890",C,"116,710.04","47,934.50"
2013,REGIONAL WASTE SYSTEMS INCORPORATED,1005673,64 BLUEBERRY RD,43.6557,-70.3341,PORTLAND,CUMBERLAND COUNTY,ME,4102,ecomaine (100%),"58,457",C,"146,480.17","75,029.50"
2013,COVANTA LAKE II INC,1003242,3830 ROGERS INDUSTRIAL PARK ROAD,28.73974,-81.88944,OKAHUMPKA,LAKE COUNTY,FL,34762,COVANTA HOLDINGS CORP (100%),"57,597",C,"168,203.37","95,235.00"
2013,Harford Waste-To-Energy Facility,1005922,1 MAGNOLIA ROAD,39.40448,-76.32004,JOPPA,HARFORD COUNTY,MD,21085,NORTHEAST MARYLAND WASTE DISPOSAL AUTHORITY (100%),"54,175",C,"131,445.92","64,139.10"
2013,COVANTA RESOURCE RECOVERY FACILITY,1005171,530 SOUTH CHERRY STREET,41.4401,-72.83471,WALLINGFORD,NEW HAVEN COUNTY,CT,6492,COVANTA HOLDINGS CORP (100%),"52,286",C,"121,892.95","64,902.90"
2013,ISLIP MCARTHUR RESOURCE RECOVERY FACIL,1002277,4001 VETERANS MEMORIAL HIGHWAY,40.786445,-73.10577,RONKONKOMA,SUFFOLK COUNTY,NY,11779,Islip Resource Recovery Agency (100%),"48,674",C,"136,058.27","74,899.60"
2013,OLMSTED WASTE-TO-ENERGY FACILITY,1005528,301 SILVER CREEK RD NE,44.026536,-92.4291,ROCHESTER,OLMSTED COUNTY,MN,55906,Olmsted County (100%),"45,563",C,"113,852.75","58,825.00"
2013,DUTCHESS CO RESOURCE RECOVERY FACILITY,1003110,98 SAND DOCK RD,41.647458,-73.942631,POUGHKEEPSIE,DUTCHESS COUNTY,NY,12601,Dutchess County Resource Recovery Agency (100%),"44,437",C,"112,760.23","58,795.00"
2013,OSWEGO CO ENERGY RECOVERY FAC,1006910,2801 STATE ROUTE 481,43.3492,-76.4256,Fulton,OSWEGO COUNTY,NY,13069,Oswego County (100%),"29,605",C,"70,284.46","33,930.00"
2013,BAY COUNTY WASTE - TO - ENERGY FACILITY,1004618,6510 BAY LINE DRIVE,30.2656,-85.5214,PANAMA CITY,BAY COUNTY,FL,32404,Bay County (100%),"29,018",C,"72,313.95","38,203.00"
2013,COMMUNITY ECO PITTSFIELD LLC,1004797,500 HUBBARD AVENUE,42.468401,-73.194143,PITTSFIELD,BERKSHIRE COUNTY,MA,1201,COVANTA HOLDINGS CORP (100%),"25,644",C,"71,776.29","39,180.70"
2013,COMMUNITY ECO SPRINGFIELD LLC,1004865,188 M ST,42.090524,-72.590858,AGAWAM,HAMPDEN COUNTY,MA,1001,COVANTA HOLDINGS CORP (100%),"25,355",C,"110,145.22","75,797.00"
2013,POPE/DOUGLAS SOLID WASTE MANAGEMENT,1004475,2115 SOUTH JEFFERSON STREET,45.868611,-95.372163,ALEXANDRIA,DOUGLAS COUNTY,MN,56308,POPE/DOUGLAS JOINT SOLID WASTE MANAGEMENT BOARD (100%),"24,861",C,"62,133.58","31,533.80"
2013,WHEELABRATOR CLAREMONT COMPANY L.P.,1004931,145 GRISSOM LANE,43.343611,-72.378056,CLAREMONT,SULLIVAN COUNTY,NH,3743,WASTE MANAGEMENT INC (100%),"19,905",C,"48,783.35","24,217.00"
2013,CITY OF HARRISONBURG - RESOURCE RECOVERY FACILITY,1007911,1630 DRIVER DRIVE,38.43155,-78.86443,HARRISONBURG,HARRISONBURG CITY,VA,22801,City of Harrisonburg Resource Recovery Facility (100%),"15,284",C,"26,621.20","14,173.00"
2013,"HERITAGE-WTI, INC",1001897,1250 ST GEORGE ST,40.631622,-80.54632,EAST LIVERPOOL,COLUMBIANA COUNTY,OH,43920,"HERITAGE ENVIRONMENTAL SERVICES, LLC (100%)","1,891",C,,0
2014,COVANTA ENERGY,1000293,2320 S HARDING ST,39.7337,-86.1888,INDIANAPOLIS,MARION COUNTY,IN,46221,COVANTA HOLDING CORP (100%),"368,501",C,"739,765.79","350,524.10"
2014,OGDEN MARTIN SYS OF FAIRFAX,1006177,9898 FURNACE ROAD,38.6954,-77.2407,LORTON,FAIRFAX COUNTY,VA,22079,COVANTA HOLDINGS CORP (100%),"355,904",C,"1,042,250.69","568,522.70"
2014,SEMASS PARTNERSHIP RESOURCE RECOVERY FACILITY,1005710,141 CRANBERRY HIGHWAY ROUTE 28,41.8023,-70.7875,ROCHESTER,PLYMOUTH COUNTY,MA,2770,COVANTA HOLDINGS CORP (90%); ArkMass (10%),"355,372",C,"1,010,264.12","567,619.00"
2014,ESSEX COUNTY RESOURCE RECOVERY FACILITY,1004216,183 RAYMOND BLVD,40.7381,-74.1266,NEWARK,ESSEX COUNTY,NJ,7105,COVANTA HOLDINGS CORP (100%),"342,002",C,"898,128.29","502,446.50"
2014,Delaware Valley Resource Recovery Facility,1006038,10 HIGHLAND AVENUE,39.8275,-75.38728,CHESTER,DELAWARE COUNTY,PA,19013,Covanta Holding Corporation (100%),"335,613",C,"880,239.74","462,649.80"
2014,COVANTA HEMPSTEAD,1002398,600 MERCHANTS CONCOURSE,40.738356,-73.593495,WESTBURY,NASSAU COUNTY,NY,11590,COVANTA HOLDINGS CORP (100%),"322,570",C,"966,913.44","573,458.60"
2014,WHEELABRATOR BALTIMORE LP,1004094,1801 OLD ANNAPOLIS ROAD,39.26994,-76.63041,BALTIMORE,BALTIMORE CITY,MD,21230,"Energy Capitol Partners, LLC (100%)","277,668",C,"783,959.23","368,070.00"
2014,COVANTA HONOLULU RESOURCE RECOVERY VENTURE (H-POWER),1007914,91-174 HANUA ST,21.3048,-158.1061,KAPOLEI,HONOLULU COUNTY,HI,96707,COVANTA HOLDINGS CORP (100%),"277,450",C,"605,974.81","348,602.90"
2014,Mid-Connecticut Resources Recovery Facility,1002765,,41.7494,-72.6536,Hartford,HARTFORD COUNTY,CT,6114,Materials Innovation and Recycling Authority (100%),"267,607",C,"647,018.58","385,092.70"
2014,WHEELABRATOR WESTCHESTER LP,1004244,1 CHARLES PT AVE,41.277115,-73.942428,PEEKSKILL,WESTCHESTER COUNTY,NY,10566,"Energy Capitol Partners III, LLC. (100%)","251,249",C,"717,587.94","369,120.00"
2014,Wheelabrator Bridgeport L.P.,1004283,6 HOWARD AVE,41.1624,-73.2091,BRIDGEPORT,FAIRFIELD COUNTY,CT,6605,Energy Capitol Partners LLC (100%),"236,778",C,"788,659.82","374,265.00"
2014,DADE COUNTY RESOURCES RECOVERY,1009077,6990 NW 97 AVENUE,25.835883,-80.356201,MIAMI,MIAMI-DADE COUNTY,FL,33178,Miami-Dade County Department of Solid Waste Management (100%),"235,746",C,"895,841.56","512,653.50"
2014,Detroit Renewable Power LLC,1004125,5700 Russell,42.368645,-83.051749,Detroit,WAYNE COUNTY,MI,48211,"Detroit Renewable Resources LLC (75%); THERMAL VENTURES II, LP (25%)","234,973",C,"645,946.25","358,505.70"
2014,COVANTA HAVERHILL INC,1005179,100 RECOVERY WAY,42.7654,-71.124025,HAVERHILL,ESSEX COUNTY,MA,1835,COVANTA HOLDINGS CORP (100%),"225,912",C,"616,800.52","322,505.00"
2014,Wheelabrator Portsmouth Inc.,1004969,3809 ELM AVENUE,36.8087,-76.3035,PORTSMOUTH,PORTSMOUTH CITY,VA,23704,Energy Capitol Partners LLC (100%),"219,659",C,"591,093.11","315,238.00"
2014,"WHEELABRATOR SOUTH BROWARD, INC - RESOURCE RECOVERY FACILITY",1004531,4400 SOUTH STATE ROAD 7,26.068889,-80.203611,FT. LAUDERDALE,BROWARD COUNTY,FL,33314,"Energy Capitol Partners, LLC (100%)","219,178",C,"586,717.07","389,649.00"
2014,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,1000623,21204 MARTINSBURG ROAD,39.200734,-77.456357,DICKERSON,MONTGOMERY COUNTY,MD,20842,NORTHEAST MARYLAND WASTE DISPOSAL AUTHORITY (100%),"215,653",C,"570,474.40","330,304.00"
2014,LEE COUNTY SOLID WASTE RESOURCE RECOVERY FACILITY,1002268,10500 BUCKINGHAM ROAD,26.631667,-81.761389,FORT MYERS,LEE COUNTY,FL,33905,Lee County Public Utilities Department (100%),"214,514",C,"607,169.78","353,737.00"
2014,WHEELABRATOR MILLBURY INC,1006267,331 SOUTHWEST CUTOFF,42.2207,-71.7673,MILLBURY,WORCESTER COUNTY,MA,1527,Energy Capitol Partners LLC (100%),"198,544",C,"530,843.20","279,875.00"
2014,UNION COUNTY RESOURCE RECOVERY FACILITY,1002269,1499 US RT 1 & 9 NORTH,40.6008,-74.2664,RAHWAY,UNION COUNTY,NJ,7065,COVANTA HOLDINGS CORP (100%),"196,208",C,"543,283.38","297,354.70"
2014,HILLSBOROUGH COUNTY RESOURCE RECOVERY FACILITY,1005920,350 NORTH FALKENBURG ROAD,27.95473,-82.34075,TAMPA,HILLSBOROUGH COUNTY,FL,33619,Hillsborough County Public Utilities Department (100%),"191,180",C,"572,757.39","299,355.10"
2014,WHEELABRATOR FALLS,1006282,1201 NEW FORD MILL ROAD,40.16274,-74.76739,MORRISVILLE,BUCKS COUNTY,PA,19067,Energy Capitol Partners LLC (100%),"189,144",C,"484,651.68","286,692.00"
2014,WHEELABRATOR NORTH ANDOVER INC.,1004101,285 HOLT ROAD,42.726075,-71.122203,NORTH ANDOVER,ESSEX COUNTY,MA,1845,Energy Capitol Partners LLC (100%),"185,125",C,"451,513.52","255,649.00"
2014,YORK COUNTY RESOURCE RECOVERY,1006647,2651 BLACKBRIDGE ROAD,40.0017,-76.7175,YORK,YORK COUNTY,PA,17406,York County Solid Waste & Refuse Authority (100%),"152,549",C,"387,682.46","199,927.00"
2014,Lancaster Waste to Energy Facility,1007677,1911 River Road,40.07434,-76.6409,Bainbridge,LANCASTER COUNTY,PA,17502,Lancaster County Solid Waste Management Authority (100%),"151,468",C,"420,737.62","228,835.10"
2014,Wheelabrator Saugus Inc.,1004287,100 SALEM TURNPIKE,42.447211,-70.980472,SAUGUS,ESSEX COUNTY,MA,1906,"Energy Capitol Partners, LLC (100%)","143,218",C,"407,387.38","228,777.00"
2014,Hennepin Energy Recovery Center,1004795,505 6th Avenue North,44.98351,-93.28037,Minneapolis,HENNEPIN COUNTY,MN,55405,Hennepin County Environmental Services (100%),"140,899",C,"370,988.87","208,849.00"
